gid;geom;OBJECTID;CIV_1;PK_ID;Fecha_Fina;Estrategia;Programa;Zonas;Nombre_Loc;UPZ;Barrio;Mes_Report;Grupo_Cont;Ingeniero_;Director_d;TOTAL_ARE;No__HUECOS
652;0106000020E61000000100000001030000000100000008000000E8E7DDF0EC8952C0C048273BCBB812401834E725EE8952C080DC89F7BBB8124034CC56B2F18952C000B6622420B9124094CC16E8F18952C0C00623E225B9124004C496B1F08952C0807845FA31B9124090127B9BF08952C0010DF39C2FB912407C13AC9FEE8952C00011F7ACF9B81240E8E7DDF0EC8952C0C048273BCBB81240;651;9001547;384036;Tue May 26 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 03;FONTIBON;FONTIBON;EL CARMEN FONTIBON;Mayo;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;56.3;56
653;0106000020E61000000100000001030000000100000030000000582A2D2B468352C080780EBBA81113404B71E22D468352C01295B561A81113408C66AB2F468352C073029B02A8111340DE647C30468352C0D2372BA0A7111340C1185030468352C0DC6AE83CA711134038A3272F468352C0E0315ADBA611134062920A2D468352C0E802FD7DA611134035B0062A468352C065FB3127A611134087A82F26468352C03F5A2FD9A5111340B8889E21468352C09E11F295A5111340401C711C468352C080CE305FA5111340D08B1761438352C0008D3C3E91111340A84B44FA388352C040A8C1B84411134040B84BE02B8352C040044E9DE4101340E28CC7DB2B8352C0D8302A68E4101340C262C3D62B8352C08F401E40E4101340CFCD64D12B8352C0C2325626E41013404E07D4CB2B8352C0C529931BE410134087C03AC62B8352C01DC42520E410134070EAC2C02B8352C092C0EB33E41013407D7B95BB2B8352C0C8FE5056E4101340C63CD9B62B8352C0E6D45386E410134075A7B1B22B8352C0CC998CC2E410134010DB3DAF2B8352C05B2B3809E51013404CB497AC2B8352C000224558E5101340C41DF52B2B8352C00066F571E1101340DCF889EC2B8352C0C0EAE42DD3101340106EB52B2D8352C000CA334BDC10134033EB14442D8352C0ACBA9D3BDE1013403430DA5F2D8352C0C02A07FCDF1013409481ACA23D8352C0006412E456111340E89AD0F13F8352C040A0FDBA6611134008F33F75438352C0801EF98381111340E0746475438352C040FF0B858111134034AE08C9458352C0805F8C7193111340F59AB4D4458352C00E2EF5C893111340FCF9E1E0458352C0C0826F0C94111340ECDB710C468352C04017884A951113400C2FF7E5468352C0C027767E9B1113407CC2A103478352C0009805579C1113402C7BCF04478352C040B203609C11134040EFA105478352C0803E30669C1113402C27694A478352C0806075569E111340081A42B4478352C0C0492852A111134038D78844478352C0C0D5B1C6B0111340D4607CF9468352C0006D57A1AE111340E8498439468352C040C90324A9111340582A2D2B468352C080780EBBA8111340;652;11011691;91011827;Tue Jun 02 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;IMV-PR-003;Zona 01;SUBA;SAN JOSE DE BAVARIA;MIRANDELA;Junio;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;987.05;147
654;0106000020E61000000100000001030000000100000047000000F0FE75F78B8A52C080CC620482961240C810E8C8818A52C0C0E4EDD3B4951240E4DBC2C0818A52C000285F2EB4951240D45C00DD818A52C0808477C6B295124090837C4A7A8A52C0407EF59A1995124008707C187A8A52C0803C15C11695124028574F187A8A52C000D711BF16951240F016A50A7A8A52C040CC873016951240802FD2DF798A52C0C096DA71149512400875AADF798A52C0C02B94701495124004B7F7A1798A52C0C019C6BC1295124088FCCFA1798A52C040F1F7BB12951240AC578960798A52C080B562AD11951240E0FD4960798A52C04045D9AC119512402CA6D852798A52C080631E9911951240A4273D1D798A52C00095774A1195124074220DE3788A52C0C0695E8211951240446AC8E2788A52C0007EC58211951240382F61A9788A52C04059443D1295124068507172788A52C0806130751395124054852B72788A52C0C00EEF7613951240743A393E788A52C08073FE2815951240FC3EDB51798A52C040AFE58107951240A09DA3F3798A52C08071837EFF9412404CEDF3B57A8A52C0C08B9CDEF5941240186AEB127B8A52C0C0F6C643F1941240EC8BFA0D7B8A52C0C0131BF6F2941240386E5D097B8A52C0C09193A0F7941240585B5C097B8A52C080F153A3F7941240B84AA9117B8A52C0C023734BFC941240D800B5167B8A52C040D7CD5FFD94124080DA9F267B8A52C0C03DE2C700951240CCE2AE267B8A52C0806F91CA00951240741EBE477B8A52C0006130FE04951240A83E80DA828A52C04025E7999E951240801F1415838A52C0C0BA103EA3951240E48EF626838A52C0C0123B5AA2951240A8209263838A52C0C0D96A20A7951240C4F68751838A52C0804C4708A8951240E03C095D838A52C040B49DF1A8951240C0D0F50D848A52C0400732F6B6951240E469D203858A52C080BFEB70CA951240F8D14C04858A52C040A6957ACA951240381FE242858A52C0000E0470CF95124054E86F81858A52C0407BB564D495124008AEF4058D8A52C04045A7DF6C961240A89827308D8A52C04063FD856F961240602D4D308D8A52C0008145886F96124090095B608D8A52C0C01859C071961240D0808D608D8A52C0400890C271961240F05A62958D8A52C0C076D47F7396124058569C958D8A52C00024938173961240A09F7DA08D8A52C0C005F9BD73961240F8E610CE8D8A52C0C0F82ABA74961240982540CE8D8A52C0407D1BBB74961240B58332098E8A52C000A7E96775961240240B1B428E8A52C0C083B58575961240949D5D428E8A52C0C083B58575961240F8F6347B8E8A52C0C0365E1F7596124070B188B28E8A52C040874C36749612401987C0B28E8A52C040EEF4347496124050AB33E78E8A52C0009123D07296124094EB2D188E8A52C080F1741E7D9612400046FC628D8A52C0003EAC23869612408CBE90A88C8A52C08026876B8F96124000BF61308C8A52C0002016679596124034D441358C8A52C048B29B6592961240CC3E4D358C8A52C0C0C02F608F96124042DBDC2B8C8A52C049A980BD8A961240313A15178C8A52C03CE1604086961240F0FE75F78B8A52C080CC620482961240;653;50002790;91014104;Wed Feb 05 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 05;KENNEDY;CALANDAIMA;OSORIO III;Febrero;Sello de Fisuras;XIMENA VARGAS;ING.MARY LUZ MORA / ING. JESUS FORERO;0;0
655;0106000020E61000000100000001030000000100000007000000E022A1743C8652C00006A9E602D912400462EBAF3D8652C0809448BEECD81240D8D07B003E8652C040B41349E7D8124008FB9EDA3E8652C080064DF2F3D8124048D2BBCC3E8652C040F785E8F4D81240F49F5A4F3D8652C040F7CE510FD91240E022A1743C8652C00006A9E602D91240;654;10000104;163666;Tue Jan 14 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 02;ENGATIVA;MINUTO DE DIOS;PRIMAVERA;Enero;Parcheo;XIMENA VARGAS;ING.CARLOS CASTAÑO / ING. JESUS FORERO;7.36;7
656;0106000020E61000000100000001030000000100000015000000A0E02E9D648552C000DEF922FA4D12403002AE54658552C0C0C5F9B2EC4D124060C94A03678552C0C0C339A6CB4D12407096EAE6688552C040EDD8C6A74D1240C413228F698552C0007E50759A4D124020A470686A8552C0400C14098A4D1240C0276A576B8552C0C0570703794D12404B685D876B8552C0DC20DC0B774D1240FBFDE6BB6B8552C0277F339C754D12408E718BF36B8552C04AF66CBE744D1240A0DEB82C6C8552C0AC5BCA78744D12406C4AD2656C8552C0C0A442CD744D1240E08562956C8552C0C0C09243754D1240087739B56B8552C08045E94C864D1240FCFBCB6F6A8552C0C0636E089F4D1240045DF793678552C0009422EDD74D1240A4790EFF658552C0801C0B14F54D12403B430EF4658552C0BC9CD5CAF54D12404C7C5AEA658552C040109293F64D1240E85B2D4A658552C040ECAA33034E1240A0E02E9D648552C000DEF922FA4D1240;655;4000435;201231;Wed Jun 24 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 04;SAN CRISTOBAL;SOSIEGO;SANTA ANA SUR;Junio;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;0
657;0106000020E61000000100000001030000000100000009000000B010B51E928652C0409CF81900D61240E4E2717C8D8652C081E82DD24FD6124078F8BD438D8652C08072FAC64CD612403862F0DA8C8652C080D0F42647D61240E89EA5C68C8652C0C066F0A644D6124050CE87CF8C8652C0C0B6DBFB42D61240386358F88C8652C0C0FEE74242D61240F82B6B68918652C0C0D5F5DEF4D51240B010B51E928652C0409CF81900D61240;740;10003170;2059701;Tue Jul 28 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 02;ENGATIVA;MINUTO DE DIOS;PRIMAVERA;Julio;Cambio de Carpeta;DIEGO MAURICIO BORDA CARDOZO;ING LUIS MARIN / ING. ANDREA TORRES;277.7;0
658;0106000020E6100000010000000103000000010000001A0000009C676FCDF68252C0C0440C4D6FB51240188F7F8AF68252C080512A1E6DB5124033E26081F68252C069319DEC6CB51240F635E077F68252C0ADBA81D36CB51240B4973E6EF68252C0B9CD83D36CB5124047F6BD64F68252C05C5CA3EC6CB51240BC5E9F5BF68252C0206A341E6DB51240F53E2153F68252C0B1A5E3666DB5124055BA7D4BF68252C0B17BBFC46DB51240BC1BE944F68252C0006545356EB51240A0CAFBFBF68252C0C062050E54B5124088F77B13F78252C0806B29B350B512408B6C270AF78252C0869234C952B51240A9D77206F78252C06C0B8BF054B51240AC217808F78252C0FCB41D1A57B5124087292910F78252C014CDCD3659B512402327501DF78252C033AAD6375BB512406D23912FF78252C016FF340F5DB51240637B6C46F78252C047D608B05EB51240905C4261F78252C08098EF0E60B5124078FE68C3F78252C080EA9C7663B51240904E99A5018352C00120DA01B6B5124014AB9354028352C0C0F436B7BBB512400DD3CBE3018352C0805ED832CAB51240FC756CD9018352C000A5F587CBB512409C676FCDF68252C0C0440C4D6FB51240;656;2000308;143419;Thu May 21 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;IMV-PR-003;Zona 02;CHAPINERO;CHICO LAGO;CHICO NORTE;Mayo;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;267.16;267
659;0106000020E61000000100000001030000000100000018000000B04296A7618252C08047C4B09DC71240D09A2B8A618252C07805D7A69EC71240C0BB966F618252C08070F3E49FC7124060ED9B6D618252C040EF4CDD9FC712409826EA07608252C0407FA1689AC71240A8CDABAC608252C0C0880BA886C71240007946C0608252C000A3FA3E84C712406A6EAEC8608252C0B93EC58084C712401FC89DD1608252C0D87946AD84C712403DFCDEDA608252C0BAA773C384C712406C963AE4608252C080E6C7C284C712408C98EFCC638252C0003452038EC7124010221101648252C08087F93E91C71240859B2849648252C0007A825A92C71240B8DB0C6F6A8252C0005A2988AAC71240F00953406C8252C04140A4BEB0C71240D02DE00A6D8252C040F60073B3C7124014F8A6C36C8252C0C08FBB66C4C71240D84F42C06C8252C040BD7E35C5C71240C4D6D512628252C0C0AF63C19CC71240DFE583F7618252C0891690A79CC71240724838DC618252C0CAFF61C79CC71240841A6CC1618252C01C3C4C209DC71240B04296A7618252C08047C4B09DC71240;657;1005132;507073;Fri Jun 26 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 01;USAQUEN;SANTA BARBARA;MOLINOS NORTE;Junio;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;43.6;44
660;0106000020E61000000100000001030000000100000029000000749A8A5C298852C080334516EF71124047173893298852C0EC85EE76F3711240611ACBD4298852C0414E5336F77112406E306F1F2A8852C028D1AD39FA711240C8200F712A8852C038A6776BFC711240B1CE63C72A8852C0527D03BCFD711240FA7E04202B8852C0001DED21FE711240D30D78782B8852C0C9795C9AFD711240D19946CE2B8852C039071A29FC711240FF250B1F2C8852C06CB173D8F9711240E9B484682C8852C04040F3B8F67112409427EAA62C8852C015FA2B01F371124099A6F0DA2C8852C074D452B5EE71124004F83D032D8852C0403FFFF1E97112405CE7465B2C8852C0002C59CC0A721240AB5F73582C8852C0D485C56F0A721240721DB8542C8852C0ED65CD1B0A721240B4AB2E502C8852C01D97AFD209721240D618F64A2C8852C0DE996096097212400F2232452C8852C047427D6809721240C03E0A3F2C8852C018AE3F4A097212404992A8382C8852C088DE763C097212409CCB38322C8852C0422F813F0972124032FAE62B2C8852C07FD04953097212407360DE252C8852C07A55497709721240954B48202C8852C0755389AA09721240E4F84A1B2C8852C080F8AAEB09721240A3E8999D2B8852C06CDF38DD0B72124084C6C01C2B8852C000B7DAA90C721240B49A669B2A8852C000155A4D0C7212404E3075952A8852C0BDF14F540C72124092BEA78F2A8852C0B67F036A0C7212401F9B228A2A8852C0DBDAEC8D0C721240D45608852A8852C0C0232BBF0C721240E51819802A8852C0108787020D721240449AF17B2A8852C0151E3C520D721240464AB0782A8852C057F900AC0D721240EA016D762A8852C0336F440D0E7212401C5538752A8852C000EE3D730E72124080D4F35C298852C000212E3BEF711240749A8A5C298852C080334516EF711240;658;16002079;91011232;Tue Jun 09 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 03;PUENTE ARANDA;SAN RAFAEL;PROVIVIENDA NORTE;Junio;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;0
661;0106000020E61000000100000001030000000100000005000000548EB7FF228952C0C0FFF75E7E4612400822FF8A248952C0C024FE983E461240553489B9258952C0C001A5F74646124004D57D35248952C0411AD3F086461240548EB7FF228952C0C0FFF75E7E461240;659;19005263;450857;Sat Jun 27 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 04;CIUDAD BOLIVAR;ARBORIZADORA;RONDA;Junio;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;0
662;0106000020E6100000010000000103000000010000000D0000009CCC93F9148252C080CCEC19E0DF12404882385B158252C0C07E9F7E0BDF12408469605D158252C0007A99F607DF1240D428F861158252C0402C5114EDDE1240C0869DE5168252C040227328EDDE1240148F41DD168252C0C0D4A23B11DF12407844BADC168252C000C2448113DF1240F4E55FDA168252C0806C14E514DF1240A8CF54D6168252C080B1914717DF1240B4D932C2168252C040FC8A9D3FDF1240B81E22C1168252C0008E2C0348DF124020F6FC75168252C040CA4A33E0DF12409CCC93F9148252C080CCEC19E0DF1240;660;1003969;525152;Fri Jun 05 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 01;USAQUEN;LOS CEDROS;CEDRITOS;Junio;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;592.26;593
663;0106000020E61000000100000001030000000100000018000000E0CA622DC18752C0C0535785A04F1240D42E358ECD8752C0C06A25EE5D4F1240F6B9E5A0CD8752C0FDA18A595D4F1240DC6AD9B1CD8752C05A67C3965C4F1240BB319FC0CD8752C063D0E2AA5B4F1240C987D4CCCD8752C0690F0E9C5A4F1240710028D6CD8752C004775371594F124053685BDCCD8752C0B26A7B32584F1240246445DFCD8752C08176D4E7564F1240984BD938CE8752C0C0BADB97614F1240F4F84387CE8752C0C0E6D6F26A4F124078C7BE9ECE8752C080CDE5BF6D4F1240202F7A8DCE8752C0014E84FB6B4F1240CB973180CE8752C0A467BD356B4F1240450B1471CE8752C0A4781F956A4F1240BE5E8860CE8752C05135EF1D6A4F12403E22FF4ECE8752C0CF7957D3694F1240CEA2EF3CCE8752C0A5BD53B7694F1240E0BED42ACE8752C05D97A2CA694F124067A22919CE8752C0E9ABC00C6A4F1240E4806608CE8752C0402CEC7B6A4F12404867B074C18752C040AF26C1AE4F1240A4A8EB6AC18752C040A3EDCDAC4F1240E0CA622DC18752C0C0535785A04F1240;661;18007945;413950;Tue Aug 11 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 04;RAFAEL URIBE URIBE;QUIROGA;QUIROGA SUR;Agosto;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;0
664;0106000020E6100000010000000103000000010000002C000000588FE102A78852C000EEB55EDB8612401087B03D9A8852C040B2F95AC5861240B425FBB2978852C080A7AF59C186124050BDA68D978852C01B3C36A5C186124088505569978852C000FB9E42C2861240DE554044978852C0A8918843C38612404329F321978852C0F0CF5099C486124094AC2E03978852C041D1753CC686124080E29FE8968852C0DAABC223C8861240A421DCD2968852C014368344CA861240D0CC5DC2968852C0C036C092CC861240582032C6968852C000E96060CA8612400FF6ABCA968852C02897A62FC986124014F629D1968852C040B35B08C886124045CC75E5968852C04069FB94B986124084496A01978852C080C20E54A78612409C245009978852C0C06E8744A98612401741950F978852C0BE258008AB86124020838119978852C086D565BBAC8612402BFAE826978852C0FFB7B255AE8612404C4B9037978852C000F24DD0AF861240A54E4650978852C0F810A96FB18612404057E46C978852C0DBB0E6C8B286124011D8A58C978852C0559EC3D2B38612409CB5B0AE978852C0C0D51D86B486124094498B35A78852C0C06C6531CD8612403406AC3BA78852C080530F3BCD86124086F3A749A78852C026AD3528CD861240FF1C5457A78852C07B8C99F5CC86124038C26864A78852C09A8944A4CC861240ED3DA170A78852C08576E135CC8612403C6EBD7BA78852C0419FB3ACCB861240710E9E84A78852C09BC77B1CCB861240FC3A448CA78852C09F73407BCA861240ECA88F92A78852C00052AACBC986124084B0A084A78852C000FF4FBED3861240D0E5C36FA78852C000D390A2E28612402105036AA78852C053E7862BE186124023555C60A78852C0ABBE92C9DF8612407BA21753A78852C08194FD86DE861240D3A29742A78852C0DF41276DDD8612408716572FA78852C0C37F4084DC8612407037E519A78852C095F80DD3DB861240588FE102A78852C000EEB55EDB861240;662;8004348;151442;Mon Jan 27 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;BAVARIA;MARSELLA;Enero;Cambio de Carpeta;ANDRES FELIPE ALDANA CHARRY;ING. CARLOS MENDEZ / ING. EDGAR QUIJANO;718.68;0
665;0106000020E610000001000000010300000001000000180000002C933C32D18652C0803014C4015712408C727E2AD18652C040C18F02F55612407C70DB4AD18652C080B1C3EEF45612403C32029CD18652C0013BF8BCF4561240D7B4F8A5D18652C08CF5A3D5F456124033ED0BB0D18652C071866ADBF4561240742518BAD18652C0007537CEF456124044B45CB7DA8652C040C2BF4FEF561240960149C1DA8652C00C0BE95EEF5612404C6340CBDA8652C08022D45BEF561240B458101EDB8652C080833A29EF561240D0C690EADB8652C0009945ACEE561240483DE0C1DC8652C0C0DFAB28EE561240C7B774D9DC8652C0EC17C04BEE561240882923F1DC8652C040CD944DEE561240FD79ECF7DC8652C00067D77BF95612409CB9E7F6DB8652C040445184FA561240146FDB2CDB8652C0403290FAFA56124070889AE3DA8652C000F46025FB561240CD9632D7DA8652C08A29640CFB5612408C94B1CADA8652C0C0387B0CFB561240B4BF15B1D18652C0405D765F005712406C968873D18652C040A3E5C9005712402C933C32D18652C0803014C401571240;663;18000417;411286;Thu Jul 09 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 04;RAFAEL URIBE URIBE;QUIROGA;CENTENARIO;Julio;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MANUEL AVILA / ING. SAMUEL SANCHEZ;171.38;171
666;0106000020E6100000010000000103000000010000000F000000BCB955967C8B52C0C048B3560D5412401041A4F87B8B52C08019563DD553124060D391F67B8B52C080C46C80D4531240B09C72EF7B8B52C000B1F3F7D1531240CC84ECDD7B8B52C0000BF8BBCB5312404CA38BAB7C8B52C08009EF75C9531240CC6864BD7C8B52C000A660CFCF531240D4845CC57C8B52C0C008D3A4D25312400C2097C67C8B52C0800EC314D35312403CE44C647D8B52C000EBDE2F0B541240D00F916A7D8B52C0C010C46A0D541240D070E3797D8B52C0C0E717DE125412404C5244AC7C8B52C040E920241554124034F89A9C7C8B52C0804087910F541240BCB955967C8B52C0C048B3560D541240;664;19014840;903528;Mon Aug 31 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 04;CIUDAD BOLIVAR;ISMAEL PERDOMO;ESPINO I;Agosto;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;34.5;35
667;0106000020E6100000010000000103000000010000000C000000F062C1FA288452C000190682B9831240680651F4298452C00027D64980831240B4C363952B8452C0807D61041D831240BCEDFAE62D8452C0404F077082821240BC6909182E8452C080F244B275821240A06005792F8452C000A9AF0A7B821240D07312172E8452C000044CDED5821240F4C6A3632D8452C0803F905E02831240F8C0C8AA2C8452C04077F406328312408D54C1A32B8452C080A97BB872831240B4D05B5D2A8452C0C0A1B773BF831240F062C1FA288452C000190682B9831240;871;2003470;24122154;Wed May 27 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 02;CHAPINERO;CHAPINERO;CATALUNA;Mayo;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;15;15
668;0106000020E610000001000000010300000001000000210000003814ADF8C08C52C080269AB9207C1240B80D3215B78C52C000EAC8104E7B1240B4F1390DB78C52C080D8FF664D7B12400ECE1305B78C52C0EE3A68EB4C7B1240F0F1D5FBB68C52C0970960854C7B1240F9D7B8F1B68C52C040D256374C7B1240134FFAE6B68C52C0C17C29034C7B1240BC00DCDBB68C52C080E816EA4B7B1240483221CFB68C52C0805FE4983E7B124048418C17B88C52C08030CF5C3D7B12401785DBFFB78C52C018046B053E7B1240211441EAB78C52C0B303D4EA3E7B1240088F57D7B78C52C03A29A006407B12406A53A6C7B78C52C06926E050417B1240FBB29DBBB78C52C00B3058C0427B124097CF93B3B78C52C01115C24A447B1240C432C2AFB78C52C061C816E5457B1240DC3144B0B78C52C01A4FDD83477B1240682A16B5B78C52C040DE7C1B497B1240C4BBB30EB88C52C000848077507B1240486BF99FC18C52C0C053D898197C1240B87F31FDC08C52C04083E269277C1240F16D1704C18C52C082CA67AE267C12402F4B1B09C18C52C0F25F30E4257C12409A931E0CC18C52C0DAAC0A10257C12403EF20E0DC18C52C05A870137247C124089B0E60BC18C52C028843D5E237C124019D9AC08C18C52C05393E58A227C1240DD0C7503C18C52C004A7FFC1217C1240A80B5FFCC08C52C000235208217C12409CDD4DFCC08C52C00000C706217C12401C2880FAC08C52C040C141E0207C12403814ADF8C08C52C080269AB9207C1240;665;7008107;473587;Thu Jan 23 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 05;BOSA;BOSA OCCIDENTAL;EL REMANSO I;Enero;Sello de Fisuras;XIMENA VARGAS;ING.CARLOS CASTAÑO / ING. JESUS FORERO;0;0
669;0106000020E61000000100000001030000000100000009000000C0E2594A028752C0402CC48DD552124068B27EE7028752C080E43D39D052124034B1B12C078752C000D7DEA7AA521240FCBA3D82078752C080BB21C5B452124069E1A898078752C0C0BFCD6BB7521240E0E67AF9028752C0C0BC212AE052124048BA38BA028752C040578029E25212406410999E028752C0C008730CDF521240C0E2594A028752C0402CC48DD5521240;666;18000883;412633;Tue Aug 11 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 04;RAFAEL URIBE URIBE;QUIROGA;QUIROGA I;Agosto;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;0
670;0106000020E6100000010000000103000000010000000600000064FDD8B7228652C0808A459CE6B01240D0656B5C238652C000810D04D8B012408070A7A2288652C0C04BCD5813B11240B841EAFF278652C0C048876622B1124078356BE9248652C0C075758AFFB0124064FDD8B7228652C0808A459CE6B01240;667;10009367;511274;Thu Jun 25 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Ciclocarriles;Zona 02;ENGATIVA;LAS FERIAS;LA ESTRADA;Junio;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;100;100
